STATION,DATE,ROUTE,MP,LANE,H0000,H0100,H0200,H0300,H0400,H0500,H0600,H0700,H0800,H0900,H1000,H1100,H1200,H1300,H1400,H1500,H1600,H1700,H1800,H1900,H2000,H2100,H2200,H2300,TOTAL
-658,2023-01-28,89,349.598,PLane3,0.0,1.0,0.0,,,,,,,,,3.0,4.0,1.0,5.0,6.0,17.0,19.0,17.0,6.0,7.0,7.0,3.0,3.0,99
-658,2023-01-29,89,349.598,NLane1,12.0,4.0,3.0,2.0,2.0,6.0,0.0,,,,,,,,,,,,,,,,,,29
-658,2023-01-29,89,349.598,NLane2,37.0,19.0,12.0,4.0,7.0,8.0,4.0,,,,,,,,,,,,,,,,,,91
-658,2023-01-29,89,349.598,NLane3,38.0,12.0,51.0,28.0,4.0,95.0,4.0,,,,,,,,,,,,,,,,,,232
-658,2023-01-29,89,349.598,PLane1,52.0,16.0,5.0,8.0,16.0,16.0,13.0,,,,,,,,,,,,,,,,,,126
-658,2023-01-29,89,349.598,PLane2,22.0,15.0,11.0,5.0,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,74
-658,2023-01-29,89,349.598,PLane3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1
-658,2023-01-30,89,349.598,NLane1,,,,,,,,,,39.0,161.0,259.0,320.0,287.0,228.0,281.0,273.0,304.0,305.0,221.0,132.0,63.0,26.0,5.0,2904
-658,2023-01-30,89,349.598,NLane2,,,,,,,,,,39.0,271.0,337.0,389.0,364.0,362.0,367.0,417.0,471.0,397.0,334.0,241.0,134.0,75.0,35.0,4233
-658,2023-01-30,89,349.598,NLane3,,,,,,,,,,65.0,341.0,392.0,430.0,470.0,424.0,481.0,509.0,546.0,412.0,286.0,197.0,105.0,62.0,34.0,4754
-658,2023-01-30,89,349.598,PLane1,,,,,,,,,,48.0,423.0,523.0,591.0,509.0,504.0,574.0,642.0,618.0,608.0,405.0,223.0,159.0,91.0,46.0,5964
-658,2023-01-30,89,349.598,PLane2,,,,,,,,,,41.0,334.0,457.0,504.0,436.0,480.0,514.0,529.0,570.0,500.0,340.0,233.0,153.0,61.0,15.0,5167
-658,2023-01-30,89,349.598,PLane3,,,,,,,,,,0.0,9.0,8.0,15.0,7.0,12.0,15.0,15.0,10.0,7.0,6.0,3.0,3.0,2.0,0.0,112
-658,2023-02-09,89,349.598,NLane1,6.0,2.0,3.0,3.0,2.0,13.0,24.0,39.0,89.0,121.0,188.0,259.0,373.0,305.0,240.0,284.0,303.0,334.0,331.0,243.0,172.0,92.0,30.0,9.0,3465
-658,2023-02-09,89,349.598,NLane2,22.0,10.0,2.0,7.0,9.0,33.0,60.0,146.0,202.0,250.0,290.0,370.0,442.0,367.0,379.0,393.0,395.0,419.0,433.0,351.0,265.0,163.0,87.0,48.0,5143
-658,2023-02-09,89,349.598,NLane3,11.0,7.0,5.0,4.0,11.0,33.0,76.0,227.0,307.0,313.0,321.0,410.0,455.0,438.0,450.0,455.0,473.0,498.0,454.0,320.0,220.0,110.0,85.0,32.0,5715
-658,2023-02-09,89,349.598,PLane1,16.0,7.0,3.0,13.0,11.0,53.0,104.0,206.0,270.0,357.0,426.0,510.0,615.0,528.0,550.0,525.0,614.0,713.0,567.0,447.0,271.0,184.0,108.0,51.0,7149
